"project","class","avg_ccn","sum_string_args","sum_number_args"
"Logging","org.apache.commons.logging.jdk14.CustomConfigTestCase",2.16666666666667,5,0
"Logging","org.apache.commons.logging.jdk14.DefaultConfigTestCase",1,2,0
"Logging","org.apache.commons.logging.jdk14.TestHandler",1,0,0
"Logging","org.apache.commons.logging.LoadTestCase",1,1,0
"Logging","org.apache.commons.logging.LoadTestCase$AppClassLoader",3,2,0
"Logging","org.apache.commons.logging.Log",1,0,0
"Logging","org.apache.commons.logging.log4j.log4j12.Log4j12StandardTests",1,0,0
"Logging","org.apache.commons.logging.log4j.log4j12.TestAppender",2,0,0
"Logging","org.apache.commons.logging.log4j.StandardTests",2,0,0
"Logging","org.apache.commons.logging.LogConfigurationException",1.33333333333333,2,0
"Logging","org.apache.commons.logging.LogFactory",3.53571428571429,17,0
"Logging","org.apache.commons.logging.LogSource",4,3,0
"Logging","org.apache.commons.logging.noop.NoOpLogTestCase",1,0,0
"Logging","org.apache.commons.logging.pathable.ChildFirstTestCase",2,0,0
"Logging","org.apache.commons.logging.pathable.ParentFirstTestCase",2,0,0
"Logging","org.apache.commons.logging.PathableClassLoader",3.23076923076923,8,0
"Logging","org.apache.commons.logging.PathableTestSuite",1,0,0
"Logging","org.apache.commons.logging.security.MockSecurityManager",9.5,0,0
"Logging","org.apache.commons.logging.security.SecurityForbiddenTestCase",2,1,0
"Logging","org.apache.commons.logging.simple.DecoratedSimpleLog",1,1,1
"Logging","org.apache.commons.logging.simple.DefaultConfigTestCase",1,2,0
"Logging","org.apache.commons.logging.simple.LogRecord",1,0,1
"Logging","org.apache.commons.logging.tccl.custom.MyLog",1,1,0
"Logging","org.apache.commons.logging.tccl.custom.MyLogFactoryImpl",1,4,0
"Logging","org.apache.commons.logging.UserClass",1,1,0
"Math","org.apache.commons.math3.analysis.BivariateFunction",1,0,2
"Math","org.apache.commons.math3.analysis.DifferentiableMultivariateFunction",1,0,1
"Math","org.apache.commons.math3.analysis.differentiation.DerivativeStructure",1.62222222222222,0,42
"Math","org.apache.commons.math3.analysis.differentiation.DerivativeStructure$DataTransferObject",1,0,2
"Math","org.apache.commons.math3.analysis.differentiation.DerivativeStructureTest",3.33333333333333,0,3
"Math","org.apache.commons.math3.analysis.differentiation.DSCompiler",4.44444444444444,0,110
"Math","org.apache.commons.math3.analysis.differentiation.DSCompilerTest",4,3,1
"Math","org.apache.commons.math3.analysis.differentiation.FiniteDifferencesDifferentiator",2.16666666666667,0,7
"Math","org.apache.commons.math3.analysis.differentiation.FiniteDifferencesDifferentiator$Anonymous1",2,0,1
"Math","org.apache.commons.math3.analysis.differentiation.FiniteDifferencesDifferentiator$Anonymous2",3.5,0,1
"Math","org.apache.commons.math3.analysis.differentiation.FiniteDifferencesDifferentiator$Anonymous3",4.5,0,1
"Math","org.apache.commons.math3.analysis.differentiation.FiniteDifferencesDifferentiatorTest$Anonymous1",1,0,1
"Math","org.apache.commons.math3.analysis.differentiation.FiniteDifferencesDifferentiatorTest$Anonymous2",1,0,1
"Math","org.apache.commons.math3.analysis.differentiation.FiniteDifferencesDifferentiatorTest$Anonymous3",1,0,1
"Math","org.apache.commons.math3.analysis.differentiation.FiniteDifferencesDifferentiatorTest$Anonymous4",1,0,1
"Math","org.apache.commons.math3.analysis.differentiation.FiniteDifferencesDifferentiatorTest$Anonymous5",1,0,1
"Math","org.apache.commons.math3.analysis.differentiation.FiniteDifferencesDifferentiatorTest$Anonymous6",3,0,1
"Math","org.apache.commons.math3.analysis.differentiation.FiniteDifferencesDifferentiatorTest$Anonymous7",1,0,1
"Math","org.apache.commons.math3.analysis.differentiation.FiniteDifferencesDifferentiatorTest$Anonymous8",1,0,1
"Math","org.apache.commons.math3.analysis.differentiation.FiniteDifferencesDifferentiatorTest$Anonymous9",1,0,1
"Math","org.apache.commons.math3.analysis.differentiation.GradientFunction",2,0,0
"Math","org.apache.commons.math3.analysis.differentiation.GradientFunctionTest$EuclideanDistance",2,0,0
"Math","org.apache.commons.math3.analysis.differentiation.JacobianFunction",2.5,0,0
"Math","org.apache.commons.math3.analysis.differentiation.JacobianFunctionTest$SphereMapping",1,0,1
"Math","org.apache.commons.math3.analysis.differentiation.MultivariateDifferentiableFunction",1,0,0
"Math","org.apache.commons.math3.analysis.differentiation.MultivariateDifferentiableVectorFunction",1,0,0
"Math","org.apache.commons.math3.analysis.differentiation.SparseGradient",2.34146341463415,0,30
"Math","org.apache.commons.math3.analysis.differentiation.SparseGradientTest",1.5,0,2
"Math","org.apache.commons.math3.analysis.differentiation.UnivariateDifferentiableFunction",1,0,0
"Math","org.apache.commons.math3.analysis.differentiation.UnivariateDifferentiableMatrixFunction",1,0,0
"Math","org.apache.commons.math3.analysis.differentiation.UnivariateDifferentiableVectorFunction",1,0,0
"Math","org.apache.commons.math3.analysis.differentiation.UnivariateFunctionDifferentiator",1,0,0
"Math","org.apache.commons.math3.analysis.differentiation.UnivariateMatrixFunctionDifferentiator",1,0,0
"Math","org.apache.commons.math3.analysis.differentiation.UnivariateVectorFunctionDifferentiator",1,0,0
"Math","org.apache.commons.math3.analysis.function.Abs",1,0,1
"Math","org.apache.commons.math3.analysis.function.Acos",1,0,1
"Math","org.apache.commons.math3.analysis.function.Acosh",1,0,1
"Math","org.apache.commons.math3.analysis.function.Add",1,0,2
"Math","org.apache.commons.math3.analysis.function.Asin",1,0,1
"Math","org.apache.commons.math3.analysis.function.Asinh",1,0,1
"Math","org.apache.commons.math3.analysis.function.Atan",1,0,1
"Math","org.apache.commons.math3.analysis.function.Atan2",1,0,2
"Math","org.apache.commons.math3.analysis.function.Atanh",1,0,1
"Math","org.apache.commons.math3.analysis.function.Cbrt",1,0,1
"Math","org.apache.commons.math3.analysis.function.Ceil",1,0,1
"Math","org.apache.commons.math3.analysis.function.Constant",1,0,2
"Math","org.apache.commons.math3.analysis.function.Cos",1,0,1
"Math","org.apache.commons.math3.analysis.function.Cosh",1,0,1
"Math","org.apache.commons.math3.analysis.function.Divide",1,0,2
"Math","org.apache.commons.math3.analysis.function.Exp",1,0,1
"Math","org.apache.commons.math3.analysis.function.Expm1",1,0,1
"Math","org.apache.commons.math3.analysis.function.Floor",1,0,1
"Math","org.apache.commons.math3.analysis.function.Gaussian",2.6,0,9
"Math","org.apache.commons.math3.analysis.function.Gaussian$Parametric",2,0,2
"Math","org.apache.commons.math3.analysis.function.HarmonicOscillator",1.5,0,6
"Math","org.apache.commons.math3.analysis.function.HarmonicOscillator$Parametric",1.66666666666667,0,2
"Math","org.apache.commons.math3.analysis.function.Identity",1,0,1
"Math","org.apache.commons.math3.analysis.function.Inverse",1,0,1
"Math","org.apache.commons.math3.analysis.function.Log",1,0,1
"Math","org.apache.commons.math3.analysis.function.Log10",1,0,1
"Math","org.apache.commons.math3.analysis.function.Log1p",1,0,1
"Math","org.apache.commons.math3.analysis.function.Logistic",1.25,0,13
"Math","org.apache.commons.math3.analysis.function.Logistic$Parametric",2,0,2
"Math","org.apache.commons.math3.analysis.function.Logit",3,0,6
"Math","org.apache.commons.math3.analysis.function.Logit$Parametric",1.66666666666667,0,2
"Math","org.apache.commons.math3.analysis.function.Max",1,0,2
"Math","org.apache.commons.math3.analysis.function.Min",1,0,2
"Math","org.apache.commons.math3.analysis.function.Minus",1,0,1
"Math","org.apache.commons.math3.analysis.function.Multiply",1,0,2
"Math","org.apache.commons.math3.analysis.function.Pow",1,0,2
"Math","org.apache.commons.math3.analysis.function.Power",1,0,2
"Math","org.apache.commons.math3.analysis.function.Rint",1,0,1
"Math","org.apache.commons.math3.analysis.function.Sigmoid",2,0,6
"Math","org.apache.commons.math3.analysis.function.Sigmoid$Parametric",1.66666666666667,0,2
"Math","org.apache.commons.math3.analysis.function.Signum",1,0,1
"Math","org.apache.commons.math3.analysis.function.Sin",1,0,1
"Math","org.apache.commons.math3.analysis.function.Sinc",6.66666666666667,0,1
"Math","org.apache.commons.math3.analysis.function.SincTest$Anonymous1",1,0,1
"Math","org.apache.commons.math3.analysis.function.SincTest$Anonymous2",1,0,1
"Math","org.apache.commons.math3.analysis.function.Sinh",1,0,1
"Math","org.apache.commons.math3.analysis.function.Sqrt",1,0,1
"Math","org.apache.commons.math3.analysis.function.SqrtTest$Anonymous1",1,0,1
"Math","org.apache.commons.math3.analysis.function.SqrtTest$Anonymous2",1,0,1
"Math","org.apache.commons.math3.analysis.function.StepFunction",4.5,0,1
"Math","org.apache.commons.math3.analysis.function.Subtract",1,0,2
"Math","org.apache.commons.math3.analysis.function.Tan",1,0,1
"Math","org.apache.commons.math3.analysis.function.Tanh",1,0,1
"Math","org.apache.commons.math3.analysis.function.Ulp",1,0,1
"Math","org.apache.commons.math3.analysis.FunctionUtils",1.14285714285714,0,7
"Math","org.apache.commons.math3.analysis.FunctionUtils$Anonymous1",2,0,1
"Math","org.apache.commons.math3.analysis.FunctionUtils$Anonymous10",2,0,1
"Math","org.apache.commons.math3.analysis.FunctionUtils$Anonymous11",2,0,1
"Math","org.apache.commons.math3.analysis.FunctionUtils$Anonymous11$Anonymous12",4,0,1
"Math","org.apache.commons.math3.analysis.FunctionUtils$Anonymous13",1,0,1
"Math","org.apache.commons.math3.analysis.FunctionUtils$Anonymous14",2,0,0
"Math","org.apache.commons.math3.analysis.FunctionUtils$Anonymous15",1,0,1
"Math","org.apache.commons.math3.analysis.FunctionUtils$Anonymous16",1,0,1
"Math","org.apache.commons.math3.analysis.FunctionUtils$Anonymous17",1,0,1
"Math","org.apache.commons.math3.analysis.FunctionUtils$Anonymous17$Anonymous18",1,0,1
"Math","org.apache.commons.math3.analysis.FunctionUtils$Anonymous19",2.5,0,1
"Math","org.apache.commons.math3.analysis.FunctionUtils$Anonymous2",2,0,1
"Math","org.apache.commons.math3.analysis.FunctionUtils$Anonymous20",1,0,1
"Math","org.apache.commons.math3.analysis.FunctionUtils$Anonymous20$Anonymous21",3,0,0
"Math","org.apache.commons.math3.analysis.FunctionUtils$Anonymous20$Anonymous22",3,0,0
"Math","org.apache.commons.math3.analysis.FunctionUtils$Anonymous23",4.5,0,0
"Math","org.apache.commons.math3.analysis.FunctionUtils$Anonymous24",1,0,0
"Math","org.apache.commons.math3.analysis.FunctionUtils$Anonymous24$Anonymous25",4,0,0
"Math","org.apache.commons.math3.analysis.FunctionUtils$Anonymous26",5,0,0
"Math","org.apache.commons.math3.analysis.FunctionUtils$Anonymous3",2,0,1
"Math","org.apache.commons.math3.analysis.FunctionUtils$Anonymous3$Anonymous4",2,0,1
"Math","org.apache.commons.math3.analysis.FunctionUtils$Anonymous5",2,0,1
"Math","org.apache.commons.math3.analysis.FunctionUtils$Anonymous6",2,0,1
"Math","org.apache.commons.math3.analysis.FunctionUtils$Anonymous7",2,0,1
"Math","org.apache.commons.math3.analysis.FunctionUtils$Anonymous7$Anonymous8",2,0,1
"Math","org.apache.commons.math3.analysis.FunctionUtils$Anonymous9",2,0,1
"Math","org.apache.commons.math3.analysis.FunctionUtilsTest$Anonymous1",1,0,0
"Math","org.apache.commons.math3.analysis.FunctionUtilsTest$Anonymous2",1,0,1
"Math","org.apache.commons.math3.analysis.FunctionUtilsTest$Anonymous2$Anonymous3",1,0,0
"Math","org.apache.commons.math3.analysis.FunctionUtilsTest$Anonymous2$Anonymous4",1,0,0
"Math","org.apache.commons.math3.analysis.integration.BaseAbstractUnivariateIntegrator",1.5,0,15
"Math","org.apache.commons.math3.analysis.integration.gauss.BaseRuleFactory",2,0,3
"Math","org.apache.commons.math3.analysis.integration.gauss.DummyRuleFactory",3,0,1
"Math","org.apache.commons.math3.analysis.integration.gauss.GaussianQuadratureAbstractTest",1,0,4
"Math","org.apache.commons.math3.analysis.integration.gauss.GaussIntegrator",1.4,0,2
"Math","org.apache.commons.math3.analysis.integration.gauss.GaussIntegratorFactory",1.14285714285714,0,10
"Math","org.apache.commons.math3.analysis.integration.gauss.HermiteParametricTest",2,0,5
"Math","org.apache.commons.math3.analysis.integration.gauss.HermiteRuleFactory",12,0,1
"Math","org.apache.commons.math3.analysis.integration.gauss.HermiteTest$Anonymous1",1,0,1
"Math","org.apache.commons.math3.analysis.integration.gauss.HermiteTest$Anonymous2",1,0,1
"Math","org.apache.commons.math3.analysis.integration.gauss.HermiteTest$Anonymous3",1,0,1
"Math","org.apache.commons.math3.analysis.integration.gauss.LegendreHighPrecisionParametricTest",1.5,0,5
"Math","org.apache.commons.math3.analysis.integration.gauss.LegendreHighPrecisionRuleFactory",6.5,0,1
"Math","org.apache.commons.math3.analysis.integration.gauss.LegendreParametricTest",1.5,0,5
"Math","org.apache.commons.math3.analysis.integration.gauss.LegendreRuleFactory",12,0,1
"Math","org.apache.commons.math3.analysis.integration.gauss.SymmetricGaussIntegrator",2,0,0
"Math","org.apache.commons.math3.analysis.integration.IterativeLegendreGaussIntegrator",1.5,0,12
"Math","org.apache.commons.math3.analysis.integration.IterativeLegendreGaussIntegrator$Anonymous1",1,0,1
"Math","org.apache.commons.math3.analysis.integration.IterativeLegendreGaussIntegratorTest",2,0,2
"Math","org.apache.commons.math3.analysis.integration.IterativeLegendreGaussIntegratorTest$Anonymous1",3,0,1
"Math","org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator",2.5,0,12
"Math","org.apache.commons.math3.analysis.integration.LegendreGaussIntegratorTest",2,0,2
"Math","org.apache.commons.math3.analysis.integration.LegendreGaussIntegratorTest$Anonymous1",3,0,1
"Math","org.apache.commons.math3.analysis.integration.MidPointIntegrator",2,0,10
"Math","org.apache.commons.math3.analysis.integration.RombergIntegrator",2,0,6
"Math","org.apache.commons.math3.analysis.integration.SimpsonIntegrator",2,0,6
"Math","org.apache.commons.math3.analysis.integration.TrapezoidIntegrator",2.33333333333333,0,7
"Math","org.apache.commons.math3.analysis.integration.UnivariateIntegrator",1,0,3
"Math","org.apache.commons.math3.analysis.interpolation.AkimaSplineInterpolator",5.33333333333333,0,4
"Math","org.apache.commons.math3.analysis.interpolation.AkimaSplineInterpolatorTest",4,0,6
"Math","org.apache.commons.math3.analysis.interpolation.AkimaSplineInterpolatorTest$Anonymous1",1,0,1
"Math","org.apache.commons.math3.analysis.interpolation.AkimaSplineInterpolatorTest$Anonymous2",1,0,1
"Math","org.apache.commons.math3.analysis.interpolation.AkimaSplineInterpolatorTest$Anonymous3",1,0,1
"Math","org.apache.commons.math3.analysis.interpolation.BicubicFunction",3.33333333333333,0,2
"Math","org.apache.commons.math3.analysis.interpolation.BicubicInterpolatingFunction",5.8,0,5
"Math","org.apache.commons.math3.analysis.interpolation.BicubicInterpolatingFunctionTest",8,0,7
"Math","org.apache.commons.math3.analysis.interpolation.BicubicInterpolatingFunctionTest$Anonymous1",1,0,2
"Math","org.apache.commons.math3.analysis.interpolation.BicubicInterpolatingFunctionTest$Anonymous2",1,0,2
"Math","org.apache.commons.math3.analysis.interpolation.BicubicInterpolatingFunctionTest$Anonymous3",1,0,2
"Math","org.apache.commons.math3.analysis.interpolation.BicubicInterpolatingFunctionTest$Anonymous4",1,0,2
"Math","org.apache.commons.math3.analysis.interpolation.BicubicInterpolatingFunctionTest$Anonymous5",1,0,2
"Math","org.apache.commons.math3.analysis.interpolation.BicubicInterpolatingFunctionTest$Anonymous6",1,0,2
"Math","org.apache.commons.math3.analysis.interpolation.BicubicInterpolatingFunctionTest$Anonymous7",1,0,2
"Math","org.apache.commons.math3.analysis.interpolation.BicubicInterpolatingFunctionTest$Anonymous8",1,0,2
"Math","org.apache.commons.math3.analysis.interpolation.BicubicInterpolator",7,0,0
"Math","org.apache.commons.math3.analysis.interpolation.BicubicInterpolator$Anonymous1",5,0,2
"Math","org.apache.commons.math3.analysis.interpolation.BicubicInterpolatorTest",9,0,2
"Math","org.apache.commons.math3.analysis.interpolation.BicubicInterpolatorTest$Anonymous1",1,0,2
"Math","org.apache.commons.math3.analysis.interpolation.BicubicInterpolatorTest$Anonymous2",1,0,2
"Math","org.apache.commons.math3.analysis.interpolation.BicubicSplineFunction",3.75,0,2
"Math","org.apache.commons.math3.analysis.interpolation.BicubicSplineFunction$Anonymous1",1,0,2
"Math","org.apache.commons.math3.analysis.interpolation.BicubicSplineFunction$Anonymous2",1,0,2
"Math","org.apache.commons.math3.analysis.interpolation.BicubicSplineFunction$Anonymous3",1,0,2
"Math","org.apache.commons.math3.analysis.interpolation.BicubicSplineFunction$Anonymous4",1,0,2
"Math","org.apache.commons.math3.analysis.interpolation.BicubicSplineFunction$Anonymous5",1,0,2
"Math","org.apache.commons.math3.analysis.interpolation.BicubicSplineInterpolatingFunction",3.25,0,18
"Math","org.apache.commons.math3.analysis.interpolation.BicubicSplineInterpolatingFunctionTest$Anonymous1",1,0,2
"Math","org.apache.commons.math3.analysis.interpolation.BicubicSplineInterpolatingFunctionTest$Anonymous10",1,0,2
"Math","org.apache.commons.math3.analysis.interpolation.BicubicSplineInterpolatingFunctionTest$Anonymous11",1,0,2
"Math","org.apache.commons.math3.analysis.interpolation.BicubicSplineInterpolatingFunctionTest$Anonymous12",1,0,2
"Math","org.apache.commons.math3.analysis.interpolation.BicubicSplineInterpolatingFunctionTest$Anonymous13",1,0,2
"Math","org.apache.commons.math3.analysis.interpolation.BicubicSplineInterpolatingFunctionTest$Anonymous14",1,0,2
"Math","org.apache.commons.math3.analysis.interpolation.BicubicSplineInterpolatingFunctionTest$Anonymous15",1,0,2
"Math","org.apache.commons.math3.analysis.interpolation.BicubicSplineInterpolatingFunctionTest$Anonymous16",1,0,2
"Math","org.apache.commons.math3.analysis.interpolation.BicubicSplineInterpolatingFunctionTest$Anonymous17",1,0,2
"Math","org.apache.commons.math3.analysis.interpolation.BicubicSplineInterpolatingFunctionTest$Anonymous2",1,0,2
"Math","org.apache.commons.math3.analysis.interpolation.BicubicSplineInterpolatingFunctionTest$Anonymous3",1,0,2
"Math","org.apache.commons.math3.analysis.interpolation.BicubicSplineInterpolatingFunctionTest$Anonymous4",1,0,2
"Math","org.apache.commons.math3.analysis.interpolation.BicubicSplineInterpolatingFunctionTest$Anonymous5",1,0,2
"Math","org.apache.commons.math3.analysis.interpolation.BicubicSplineInterpolatingFunctionTest$Anonymous6",1,0,2
"Math","org.apache.commons.math3.analysis.interpolation.BicubicSplineInterpolatingFunctionTest$Anonymous7",1,0,2
"Math","org.apache.commons.math3.analysis.interpolation.BicubicSplineInterpolatingFunctionTest$Anonymous8",1,0,2
"Math","org.apache.commons.math3.analysis.interpolation.BicubicSplineInterpolatingFunctionTest$Anonymous9",1,0,2
"Math","org.apache.commons.math3.analysis.interpolation.BicubicSplineInterpolator",5.25,0,3
"Math","org.apache.commons.math3.analysis.interpolation.BicubicSplineInterpolatorTest$Anonymous1",1,0,2
"Math","org.apache.commons.math3.analysis.interpolation.BicubicSplineInterpolatorTest$Anonymous2",1,0,2
"Math","org.apache.commons.math3.analysis.interpolation.BivariateGridInterpolator",1,0,0
"Math","org.apache.commons.math3.analysis.interpolation.DividedDifferenceInterpolator",2,0,0
"Math","org.apache.commons.math3.analysis.interpolation.DividedDifferenceInterpolatorTest",3,0,1
"Math","org.apache.commons.math3.analysis.interpolation.FieldHermiteInterpolator",6,0,1
"Math","org.apache.commons.math3.analysis.interpolation.FieldHermiteInterpolatorTest",2,0,1
"Math","org.apache.commons.math3.analysis.interpolation.HermiteInterpolator",3.5,0,2
"Math","org.apache.commons.math3.analysis.interpolation.HermiteInterpolatorTest",3,0,1
"Math","org.apache.commons.math3.analysis.interpolation.InterpolatingMicrosphere",3.83333333333333,0,14
"Math","org.apache.commons.math3.analysis.interpolation.InterpolatingMicrosphere$Facet",1,0,0
"Math","org.apache.commons.math3.analysis.interpolation.InterpolatingMicrosphere$FacetData",1,0,2
"Math","org.apache.commons.math3.analysis.interpolation.InterpolatingMicrosphere2D",1.5,0,4
"Math","org.apache.commons.math3.analysis.interpolation.LinearInterpolator",5,0,0
"Math","org.apache.commons.math3.analysis.interpolation.LinearInterpolatorTest",2,0,0
"Math","org.apache.commons.math3.analysis.interpolation.LoessInterpolator",3.88888888888889,0,8
"Math","org.apache.commons.math3.analysis.interpolation.LoessInterpolatorTest",2,0,2
"Math","org.apache.commons.math3.analysis.interpolation.MicrosphereInterpolatingFunction",6,0,2
"Math","org.apache.commons.math3.analysis.interpolation.MicrosphereInterpolatingFunction$MicrosphereSurfaceElement",1.5,0,1
"Math","org.apache.commons.math3.analysis.interpolation.MicrosphereInterpolator",2,0,2
"Math","org.apache.commons.math3.analysis.interpolation.MicrosphereInterpolatorTest$Anonymous1",2,0,0
"Math","org.apache.commons.math3.analysis.interpolation.MicrosphereInterpolatorTest$Anonymous2",2,0,0
"Math","org.apache.commons.math3.analysis.interpolation.MicrosphereProjectionInterpolator",3.66666666666667,0,9
"Math","org.apache.commons.math3.analysis.interpolation.MicrosphereProjectionInterpolator$Anonymous1",1,0,0
"Math","org.apache.commons.math3.analysis.interpolation.MicrosphereProjectionInterpolatorTest",1,0,4
"Math","org.apache.commons.math3.analysis.interpolation.MicrosphereProjectionInterpolatorTest$Anonymous1",2,0,0
"Math","org.apache.commons.math3.analysis.interpolation.MultivariateInterpolator",1,0,0
"Math","org.apache.commons.math3.analysis.interpolation.NevilleInterpolator",1,0,0
"Math","org.apache.commons.math3.analysis.interpolation.NevilleInterpolatorTest",3,0,1
"Math","org.apache.commons.math3.analysis.interpolation.PiecewiseBicubicSplineInterpolatingFunction",7.5,0,7
"Math","org.apache.commons.math3.analysis.interpolation.PiecewiseBicubicSplineInterpolatingFunctionTest",6,0,8
"Math","org.apache.commons.math3.analysis.interpolation.PiecewiseBicubicSplineInterpolatingFunctionTest$Anonymous1",1,0,2
"Math","org.apache.commons.math3.analysis.interpolation.PiecewiseBicubicSplineInterpolatingFunctionTest$Anonymous2",1,0,2
"Math","org.apache.commons.math3.analysis.interpolation.PiecewiseBicubicSplineInterpolator",8,0,0
"Math","org.apache.commons.math3.analysis.interpolation.PiecewiseBicubicSplineInterpolatorTest$Anonymous1",1,0,2
"Math","org.apache.commons.math3.analysis.interpolation.PiecewiseBicubicSplineInterpolatorTest$Anonymous2",1,0,2
"Math","org.apache.commons.math3.analysis.interpolation.SmoothingPolynomialBicubicSplineInterpolator",6.33333333333333,0,3
"Math","org.apache.commons.math3.analysis.interpolation.SmoothingPolynomialBicubicSplineInterpolatorTest$Anonymous1",2,0,2
"Math","org.apache.commons.math3.analysis.interpolation.SmoothingPolynomialBicubicSplineInterpolatorTest$Anonymous2",2,0,2
"Math","org.apache.commons.math3.analysis.interpolation.SplineInterpolator",7,0,0
"Math","org.apache.commons.math3.analysis.interpolation.SplineInterpolatorTest",2,0,0
"Math","org.apache.commons.math3.analysis.interpolation.TricubicFunction",7,0,3
"Math","org.apache.commons.math3.analysis.interpolation.TricubicInterpolatingFunction",10.2,0,7
"Math","org.apache.commons.math3.analysis.interpolation.TricubicInterpolatingFunctionTest",9,0,10
"Math","org.apache.commons.math3.analysis.interpolation.TricubicInterpolatingFunctionTest$Anonymous1",1,0,3
"Math","org.apache.commons.math3.analysis.interpolation.TricubicInterpolatingFunctionTest$Anonymous10",1,0,3
"Math","org.apache.commons.math3.analysis.interpolation.TricubicInterpolatingFunctionTest$Anonymous11",1,0,3
"Math","org.apache.commons.math3.analysis.interpolation.TricubicInterpolatingFunctionTest$Anonymous12",1,0,3
"Math","org.apache.commons.math3.analysis.interpolation.TricubicInterpolatingFunctionTest$Anonymous13",1,0,3
"Math","org.apache.commons.math3.analysis.interpolation.TricubicInterpolatingFunctionTest$Anonymous14",1,0,3
"Math","org.apache.commons.math3.analysis.interpolation.TricubicInterpolatingFunctionTest$Anonymous15",1,0,3
"Math","org.apache.commons.math3.analysis.interpolation.TricubicInterpolatingFunctionTest$Anonymous16",1,0,3
"Math","org.apache.commons.math3.analysis.interpolation.TricubicInterpolatingFunctionTest$Anonymous17",1,0,3
"Math","org.apache.commons.math3.analysis.interpolation.TricubicInterpolatingFunctionTest$Anonymous18",1,0,3
"Math","org.apache.commons.math3.analysis.interpolation.TricubicInterpolatingFunctionTest$Anonymous19",1,0,3
"Math","org.apache.commons.math3.analysis.interpolation.TricubicInterpolatingFunctionTest$Anonymous2",1,0,3
"Math","org.apache.commons.math3.analysis.interpolation.TricubicInterpolatingFunctionTest$Anonymous20",1,0,3
"Math","org.apache.commons.math3.analysis.interpolation.TricubicInterpolatingFunctionTest$Anonymous21",1,0,3
"Math","org.apache.commons.math3.analysis.interpolation.TricubicInterpolatingFunctionTest$Anonymous22",1,0,3
"Math","org.apache.commons.math3.analysis.interpolation.TricubicInterpolatingFunctionTest$Anonymous3",1,0,3
"Math","org.apache.commons.math3.analysis.interpolation.TricubicInterpolatingFunctionTest$Anonymous4",1,0,3
"Math","org.apache.commons.math3.analysis.interpolation.TricubicInterpolatingFunctionTest$Anonymous5",1,0,3
"Math","org.apache.commons.math3.analysis.interpolation.TricubicInterpolatingFunctionTest$Anonymous6",1,0,3
"Math","org.apache.commons.math3.analysis.interpolation.TricubicInterpolatingFunctionTest$Anonymous7",1,0,3
"Math","org.apache.commons.math3.analysis.interpolation.TricubicInterpolatingFunctionTest$Anonymous8",1,0,3
"Math","org.apache.commons.math3.analysis.interpolation.TricubicInterpolatingFunctionTest$Anonymous9",1,0,3
"Math","org.apache.commons.math3.analysis.interpolation.TricubicInterpolator",11,0,0
"Math","org.apache.commons.math3.analysis.interpolation.TricubicInterpolator$Anonymous1",7,0,3
"Math","org.apache.commons.math3.analysis.interpolation.TricubicInterpolatorTest$Anonymous1",1,0,3
"Math","org.apache.commons.math3.analysis.interpolation.TricubicInterpolatorTest$Anonymous2",1,0,3
"Math","org.apache.commons.math3.analysis.interpolation.TricubicSplineFunction",7,0,3
"Math","org.apache.commons.math3.analysis.interpolation.TricubicSplineInterpolatingFunction",11,0,4
"Math","org.apache.commons.math3.analysis.interpolation.TricubicSplineInterpolatingFunctionTest$Anonymous1",1,0,3
"Math","org.apache.commons.math3.analysis.interpolation.TricubicSplineInterpolatingFunctionTest$Anonymous2",1,0,3
"Math","org.apache.commons.math3.analysis.interpolation.TricubicSplineInterpolatingFunctionTest$Anonymous3",1,0,3
"Math","org.apache.commons.math3.analysis.interpolation.TricubicSplineInterpolatingFunctionTest$Anonymous4",1,0,3
"Math","org.apache.commons.math3.analysis.interpolation.TricubicSplineInterpolatingFunctionTest$Anonymous5",1,0,3
"Math","org.apache.commons.math3.analysis.interpolation.TricubicSplineInterpolatingFunctionTest$Anonymous6",1,0,3
"Math","org.apache.commons.math3.analysis.interpolation.TricubicSplineInterpolatingFunctionTest$Anonymous7",1,0,3
"Math","org.apache.commons.math3.analysis.interpolation.TricubicSplineInterpolatingFunctionTest$Anonymous8",1,0,3
"Math","org.apache.commons.math3.analysis.interpolation.TricubicSplineInterpolatingFunctionTest$Anonymous9",1,0,3
"Math","org.apache.commons.math3.analysis.interpolation.TricubicSplineInterpolator",10,0,3
"Math","org.apache.commons.math3.analysis.interpolation.TricubicSplineInterpolatorTest$Anonymous1",1,0,3
"Math","org.apache.commons.math3.analysis.interpolation.TricubicSplineInterpolatorTest$Anonymous2",1,0,3
"Math","org.apache.commons.math3.analysis.interpolation.TrivariateGridInterpolator",1,0,0
"Math","org.apache.commons.math3.analysis.interpolation.UnivariateInterpolator",1,0,0
"Math","org.apache.commons.math3.analysis.interpolation.UnivariatePeriodicInterpolator",2,0,3
"Math","org.apache.commons.math3.analysis.interpolation.UnivariatePeriodicInterpolator$Anonymous1",1,0,1
"Math","org.apache.commons.math3.analysis.MonitoredFunction",1,0,2
"Math","org.apache.commons.math3.analysis.MultivariateFunction",1,0,0
"Math","org.apache.commons.math3.analysis.MultivariateMatrixFunction",1,0,0
"Math","org.apache.commons.math3.analysis.MultivariateVectorFunction",1,0,0
"Math","org.apache.commons.math3.analysis.ParametricUnivariateFunction",1,0,2
