"project","class","avg_ccn","sum_string_args","sum_number_args"
"Math","org.apache.commons.math3.linear.RealVectorAbstractTest$Anonymous1",1,0,5
"Math","org.apache.commons.math3.linear.RealVectorAbstractTest$Anonymous10",1,0,5
"Math","org.apache.commons.math3.linear.RealVectorAbstractTest$Anonymous11",1,0,5
"Math","org.apache.commons.math3.linear.RealVectorAbstractTest$Anonymous12",1,0,5
"Math","org.apache.commons.math3.linear.RealVectorAbstractTest$Anonymous2",1,0,5
"Math","org.apache.commons.math3.linear.RealVectorAbstractTest$Anonymous3",1,0,5
"Math","org.apache.commons.math3.linear.RealVectorAbstractTest$Anonymous4",1,0,5
"Math","org.apache.commons.math3.linear.RealVectorAbstractTest$Anonymous5",1,0,5
"Math","org.apache.commons.math3.linear.RealVectorAbstractTest$Anonymous6",1,0,5
"Math","org.apache.commons.math3.linear.RealVectorAbstractTest$Anonymous7",1,0,5
"Math","org.apache.commons.math3.linear.RealVectorAbstractTest$Anonymous8",1,0,5
"Math","org.apache.commons.math3.linear.RealVectorAbstractTest$Anonymous9",1,0,5
"Math","org.apache.commons.math3.linear.RealVectorAbstractTest$RealVectorTestImpl",1,0,7
"Math","org.apache.commons.math3.linear.RealVectorChangingVisitor",1,0,5
"Math","org.apache.commons.math3.linear.RealVectorFormat",2.375,8,0
"Math","org.apache.commons.math3.linear.RealVectorPreservingVisitor",1,0,5
"Math","org.apache.commons.math3.linear.RealVectorTest",1,0,0
"Math","org.apache.commons.math3.linear.RectangularCholeskyDecomposition",7.5,0,1
"Math","org.apache.commons.math3.linear.RectangularCholeskyDecompositionTest",1,0,1
"Math","org.apache.commons.math3.linear.RRQRDecomposition",2.6,0,3
"Math","org.apache.commons.math3.linear.RRQRDecomposition$Solver",1,0,0
"Math","org.apache.commons.math3.linear.RRQRDecompositionTest",1,0,2
"Math","org.apache.commons.math3.linear.RRQRDecompositionTest$Anonymous1",2,0,3
"Math","org.apache.commons.math3.linear.RRQRDecompositionTest$Anonymous2",2,0,3
"Math","org.apache.commons.math3.linear.RRQRDecompositionTest$Anonymous3",1,0,3
"Math","org.apache.commons.math3.linear.RRQRSolverTest",1,0,2
"Math","org.apache.commons.math3.linear.RRQRSolverTest$Anonymous1",1,0,3
"Math","org.apache.commons.math3.linear.RRQRSolverTest$Anonymous2",1,0,3
"Math","org.apache.commons.math3.linear.SchurTransformer",7,0,10
"Math","org.apache.commons.math3.linear.SchurTransformerTest",2.25,0,0
"Math","org.apache.commons.math3.linear.SingularValueDecomposition",44.5,0,1
"Math","org.apache.commons.math3.linear.SingularValueDecomposition$Anonymous1",1,0,3
"Math","org.apache.commons.math3.linear.SingularValueDecomposition$Solver",2,0,1
"Math","org.apache.commons.math3.linear.SingularValueDecompositionTest",2,1,2
"Math","org.apache.commons.math3.linear.SparseFieldMatrix",1.5,0,14
"Math","org.apache.commons.math3.linear.SparseFieldMatrixTest",2.75,2,2
"Math","org.apache.commons.math3.linear.SparseFieldVector",2.18181818181818,0,21
"Math","org.apache.commons.math3.linear.SparseFieldVectorTest",2.66666666666667,2,2
"Math","org.apache.commons.math3.linear.SparseFieldVectorTest$Anonymous1",1,0,4
"Math","org.apache.commons.math3.linear.SparseFieldVectorTest$Anonymous10",1,0,4
"Math","org.apache.commons.math3.linear.SparseFieldVectorTest$Anonymous11",1,0,4
"Math","org.apache.commons.math3.linear.SparseFieldVectorTest$Anonymous12",1,0,4
"Math","org.apache.commons.math3.linear.SparseFieldVectorTest$Anonymous2",1,0,4
"Math","org.apache.commons.math3.linear.SparseFieldVectorTest$Anonymous3",1,0,4
"Math","org.apache.commons.math3.linear.SparseFieldVectorTest$Anonymous4",1,0,4
"Math","org.apache.commons.math3.linear.SparseFieldVectorTest$Anonymous5",1,0,4
"Math","org.apache.commons.math3.linear.SparseFieldVectorTest$Anonymous6",1,0,4
"Math","org.apache.commons.math3.linear.SparseFieldVectorTest$Anonymous7",1,0,4
"Math","org.apache.commons.math3.linear.SparseFieldVectorTest$Anonymous8",1,0,4
"Math","org.apache.commons.math3.linear.SparseFieldVectorTest$Anonymous9",1,0,4
"Math","org.apache.commons.math3.linear.SparseRealMatrixTest",2.5,2,2
"Math","org.apache.commons.math3.linear.SparseRealVectorTest",1,0,0
"Math","org.apache.commons.math3.linear.SymmLQ",1.27272727272727,0,6
"Math","org.apache.commons.math3.linear.SymmLQ$State",2.57142857142857,0,5
"Math","org.apache.commons.math3.linear.SymmLQTest",5,0,3
"Math","org.apache.commons.math3.linear.SymmLQTest$Anonymous1",3,0,0
"Math","org.apache.commons.math3.linear.SymmLQTest$Anonymous2",4,0,0
"Math","org.apache.commons.math3.linear.SymmLQTest$Anonymous3",1,0,0
"Math","org.apache.commons.math3.linear.SymmLQTest$Anonymous4",1,0,0
"Math","org.apache.commons.math3.linear.SymmLQTest$Anonymous5",1,0,0
"Math","org.apache.commons.math3.linear.SymmLQTest$Anonymous6",1,0,0
"Math","org.apache.commons.math3.linear.SymmLQTest$Anonymous7",1,0,0
"Math","org.apache.commons.math3.linear.SymmLQTest$Anonymous8",1,0,0
"Math","org.apache.commons.math3.linear.SymmLQTest$Anonymous9",1,0,0
"Math","org.apache.commons.math3.linear.TriDiagonalTransformer",2,0,0
"Math","org.apache.commons.math3.linear.TriDiagonalTransformerTest",3,0,0
"Math","org.apache.commons.math3.linear.UnmodifiableRealVectorAbstractTest",5.55555555555556,0,2
"Math","org.apache.commons.math3.ml.clustering.CentroidCluster",1,0,0
"Math","org.apache.commons.math3.ml.clustering.Cluster",1,0,0
"Math","org.apache.commons.math3.ml.clustering.Clusterer",1,0,0
"Math","org.apache.commons.math3.ml.clustering.DBSCANClusterer",3.33333333333333,0,4
"Math","org.apache.commons.math3.ml.clustering.DoublePoint",1.66666666666667,0,0
"Math","org.apache.commons.math3.ml.clustering.evaluation.ClusterEvaluator",2.2,0,2
"Math","org.apache.commons.math3.ml.clustering.evaluation.SumOfClusterVariances",2.5,0,0
"Math","org.apache.commons.math3.ml.clustering.FuzzyKMeansClusterer",2.66666666666667,0,9
"Math","org.apache.commons.math3.ml.clustering.KMeansPlusPlusClusterer",4.46153846153846,0,10
"Math","org.apache.commons.math3.ml.clustering.KMeansPlusPlusClustererTest$CloseDistance",1,0,0
"Math","org.apache.commons.math3.ml.clustering.MultiKMeansPlusPlusClusterer",1.66666666666667,0,2
"Math","org.apache.commons.math3.ml.distance.CanberraDistance",4,0,0
"Math","org.apache.commons.math3.ml.distance.ChebyshevDistance",1,0,0
"Math","org.apache.commons.math3.ml.distance.DistanceMeasure",1,0,0
"Math","org.apache.commons.math3.ml.distance.EarthMoversDistance",2,0,0
"Math","org.apache.commons.math3.ml.distance.EuclideanDistance",1,0,0
"Math","org.apache.commons.math3.ml.distance.ManhattanDistance",1,0,0
"Math","org.apache.commons.math3.ml.neuralnet.FeatureInitializerFactory",1,0,6
"Math","org.apache.commons.math3.ml.neuralnet.MapUtils",3.85714285714286,0,0
"Math","org.apache.commons.math3.ml.neuralnet.MapUtils$PairNeuronDouble",1,0,1
"Math","org.apache.commons.math3.ml.neuralnet.MapUtils$PairNeuronDouble$Anonymous1",1,0,0
"Math","org.apache.commons.math3.ml.neuralnet.Network",2.33333333333333,0,7
"Math","org.apache.commons.math3.ml.neuralnet.Network$NeuronIdentifierComparator",3,0,0
"Math","org.apache.commons.math3.ml.neuralnet.Network$SerializationProxy",1,0,2
"Math","org.apache.commons.math3.ml.neuralnet.Neuron",2.5,0,1
"Math","org.apache.commons.math3.ml.neuralnet.Neuron$SerializationProxy",1,0,1
"Math","org.apache.commons.math3.ml.neuralnet.OffsetFeatureInitializer",1,0,0
"Math","org.apache.commons.math3.ml.neuralnet.oned.NeuronString",2.75,0,2
"Math","org.apache.commons.math3.ml.neuralnet.oned.NeuronString$SerializationProxy",1,0,0
"Math","org.apache.commons.math3.ml.neuralnet.sofm.City",1.33333333333333,1,4
"Math","org.apache.commons.math3.ml.neuralnet.sofm.KohonenTrainingTask",1,0,0
"Math","org.apache.commons.math3.ml.neuralnet.sofm.KohonenTrainingTaskTest",2.25,1,0
"Math","org.apache.commons.math3.ml.neuralnet.sofm.KohonenUpdateAction",2.16666666666667,0,4
"Math","org.apache.commons.math3.ml.neuralnet.sofm.LearningFactorFunction",1,0,1
"Math","org.apache.commons.math3.ml.neuralnet.sofm.LearningFactorFunctionFactory",3,0,6
"Math","org.apache.commons.math3.ml.neuralnet.sofm.LearningFactorFunctionFactory$Anonymous1",1,0,1
"Math","org.apache.commons.math3.ml.neuralnet.sofm.LearningFactorFunctionFactory$Anonymous2",1,0,1
"Math","org.apache.commons.math3.ml.neuralnet.sofm.NeighbourhoodSizeFunction",1,0,1
"Math","org.apache.commons.math3.ml.neuralnet.sofm.NeighbourhoodSizeFunctionFactory",1,0,6
"Math","org.apache.commons.math3.ml.neuralnet.sofm.NeighbourhoodSizeFunctionFactory$Anonymous1",1,0,1
"Math","org.apache.commons.math3.ml.neuralnet.sofm.NeighbourhoodSizeFunctionFactory$Anonymous2",1,0,1
"Math","org.apache.commons.math3.ml.neuralnet.sofm.TravellingSalesmanSolver",1.88888888888889,0,11
"Math","org.apache.commons.math3.ml.neuralnet.sofm.util.ExponentialDecayFunction",3,0,4
"Math","org.apache.commons.math3.ml.neuralnet.sofm.util.QuasiSigmoidDecayFunction",2.5,0,4
"Math","org.apache.commons.math3.ml.neuralnet.twod.NeuronSquareMesh2D",5,0,8
"Math","org.apache.commons.math3.ml.neuralnet.twod.NeuronSquareMesh2D$SerializationProxy",1,0,0
"Math","org.apache.commons.math3.ml.neuralnet.twod.util.HitHistogram",3,0,0
"Math","org.apache.commons.math3.ml.neuralnet.twod.util.LocationFinder",2.5,0,0
"Math","org.apache.commons.math3.ml.neuralnet.twod.util.LocationFinder$Location",1,0,2
"Math","org.apache.commons.math3.ml.neuralnet.twod.util.MapDataVisualization",1,0,0
"Math","org.apache.commons.math3.ml.neuralnet.twod.util.MapVisualization",1,0,0
"Math","org.apache.commons.math3.ml.neuralnet.twod.util.QuantizationError",3,0,0
"Math","org.apache.commons.math3.ml.neuralnet.twod.util.SmoothedDataHistogram",3,0,1
"Math","org.apache.commons.math3.ml.neuralnet.twod.util.TopographicErrorHistogram",3.5,0,0
"Math","org.apache.commons.math3.ml.neuralnet.twod.util.UnifiedDistanceMatrix",4.5,0,0
"Math","org.apache.commons.math3.ml.neuralnet.UpdateAction",1,0,0
"Math","org.apache.commons.math3.ode.AbstractFieldIntegrator",2.46153846153846,1,7
"Math","org.apache.commons.math3.ode.AbstractFieldIntegrator$Anonymous1",1,0,0
"Math","org.apache.commons.math3.ode.AbstractIntegrator",2.61538461538462,1,15
"Math","org.apache.commons.math3.ode.AbstractIntegrator$Anonymous1",1,0,0
"Math","org.apache.commons.math3.ode.AbstractParameterizable",2,2,0
"Math","org.apache.commons.math3.ode.ContinuousOutputFieldModel",5.16666666666667,0,2
"Math","org.apache.commons.math3.ode.ContinuousOutputFieldModelTest",1.85714285714286,0,6
"Math","org.apache.commons.math3.ode.ContinuousOutputFieldModelTest$Anonymous1",1,0,0
"Math","org.apache.commons.math3.ode.ContinuousOutputFieldModelTest$Anonymous2",1,0,0
"Math","org.apache.commons.math3.ode.ContinuousOutputModel",4.42857142857143,0,6
"Math","org.apache.commons.math3.ode.ContinuousOutputModelTest",2,0,6
"Math","org.apache.commons.math3.ode.ContinuousOutputModelTest$Anonymous1",1,0,1
"Math","org.apache.commons.math3.ode.EquationsMapper",1.66666666666667,0,2
"Math","org.apache.commons.math3.ode.events.CloseEventsTest$Equation",1,0,1
"Math","org.apache.commons.math3.ode.events.CloseEventsTest$TimeDetector",1,0,6
"Math","org.apache.commons.math3.ode.events.EventFilter",3.2,0,5
"Math","org.apache.commons.math3.ode.events.EventFilterTest",4,0,4
"Math","org.apache.commons.math3.ode.events.EventFilterTest$Event",1.2,0,5
"Math","org.apache.commons.math3.ode.events.EventFilterTest$SineCosine",1,0,1
"Math","org.apache.commons.math3.ode.events.EventHandler",1,0,5
"Math","org.apache.commons.math3.ode.events.EventState",5,0,5
"Math","org.apache.commons.math3.ode.events.EventState$Anonymous1",2,0,1
"Math","org.apache.commons.math3.ode.events.EventState$LocalMaxCountExceededException",1,0,0
"Math","org.apache.commons.math3.ode.events.EventStateTest$Anonymous1",1,0,1
"Math","org.apache.commons.math3.ode.events.EventStateTest$Anonymous2",1,0,1
"Math","org.apache.commons.math3.ode.events.EventStateTest$Anonymous3",1,0,1
"Math","org.apache.commons.math3.ode.events.EventStateTest$Anonymous4",1,0,1
"Math","org.apache.commons.math3.ode.events.EventStateTest$Anonymous5",1,0,1
"Math","org.apache.commons.math3.ode.events.EventStateTest$CloseEventsGenerator",1.2,0,7
"Math","org.apache.commons.math3.ode.events.EventStateTest$ResettingEvent",1.2,0,6
"Math","org.apache.commons.math3.ode.events.EventStateTest$SecondaryStateEvent",1,0,7
"Math","org.apache.commons.math3.ode.events.FieldEventHandler",1,0,0
"Math","org.apache.commons.math3.ode.events.FieldEventState",5.4,0,2
"Math","org.apache.commons.math3.ode.events.FieldEventState$Anonymous1",1,0,0
"Math","org.apache.commons.math3.ode.events.FilterType",1,0,1
"Math","org.apache.commons.math3.ode.events.FilterType$Anonymous1",24,0,1
"Math","org.apache.commons.math3.ode.events.FilterType$Anonymous2",24,0,1
"Math","org.apache.commons.math3.ode.events.OverlappingEventsTest",3.5,0,2
"Math","org.apache.commons.math3.ode.events.OverlappingEventsTest$Event",1.4,0,7
"Math","org.apache.commons.math3.ode.events.ReappearingEventTest",2,0,1
"Math","org.apache.commons.math3.ode.events.ReappearingEventTest$Event",1,0,5
"Math","org.apache.commons.math3.ode.events.ReappearingEventTest$Ode",1,0,1
"Math","org.apache.commons.math3.ode.events.Transformer",1,0,1
"Math","org.apache.commons.math3.ode.events.Transformer$Anonymous1",1,0,1
"Math","org.apache.commons.math3.ode.events.Transformer$Anonymous2",1,0,1
"Math","org.apache.commons.math3.ode.events.Transformer$Anonymous3",1,0,1
"Math","org.apache.commons.math3.ode.events.Transformer$Anonymous4",1,0,1
"Math","org.apache.commons.math3.ode.events.Transformer$Anonymous5",1,0,1
"Math","org.apache.commons.math3.ode.ExpandableStatefulODE",1.66666666666667,0,5
"Math","org.apache.commons.math3.ode.ExpandableStatefulODE$SecondaryComponent",1,0,1
"Math","org.apache.commons.math3.ode.FieldEquationsMapper",2.85714285714286,0,4
"Math","org.apache.commons.math3.ode.FieldExpandableODE",1.5,0,0
"Math","org.apache.commons.math3.ode.FieldExpandableODETest",2.625,0,0
"Math","org.apache.commons.math3.ode.FieldExpandableODETest$Linear",2,0,2
"Math","org.apache.commons.math3.ode.FieldODEState",1.8,0,2
"Math","org.apache.commons.math3.ode.FieldODEStateAndDerivative",1.33333333333333,0,1
"Math","org.apache.commons.math3.ode.FieldSecondaryEquations",1,0,0
"Math","org.apache.commons.math3.ode.FirstOrderConverter",1,0,1
"Math","org.apache.commons.math3.ode.FirstOrderConverterTest",1,0,4
"Math","org.apache.commons.math3.ode.FirstOrderConverterTest$Equations",1.5,0,3
"Math","org.apache.commons.math3.ode.FirstOrderDifferentialEquations",1,0,1
"Math","org.apache.commons.math3.ode.FirstOrderFieldDifferentialEquations",1,0,0
"Math","org.apache.commons.math3.ode.FirstOrderFieldIntegrator",1,0,7
"Math","org.apache.commons.math3.ode.FirstOrderIntegrator",1,0,2
"Math","org.apache.commons.math3.ode.JacobianMatrices",2.54545454545455,3,2
"Math","org.apache.commons.math3.ode.JacobianMatrices$JacobiansSecondaryEquations",14,0,1
"Math","org.apache.commons.math3.ode.JacobianMatrices$MainStateJacobianWrapper",2,0,2
"Math","org.apache.commons.math3.ode.JacobianMatricesTest$Brusselator",1.25,1,4
"Math","org.apache.commons.math3.ode.JacobianMatricesTest$Circle",1.22222222222222,1,11
"Math","org.apache.commons.math3.ode.JacobianMatricesTest$ParamBrusselator",1,2,3
"Math","org.apache.commons.math3.ode.JacobianMatricesTest$ParameterizedCircle",1.66666666666667,2,10
"Math","org.apache.commons.math3.ode.MainStateJacobianProvider",1,0,1
"Math","org.apache.commons.math3.ode.MultistepFieldIntegrator",1.5,2,13
"Math","org.apache.commons.math3.ode.MultistepFieldIntegrator$FieldNordsieckInitializer",2,0,1
"Math","org.apache.commons.math3.ode.MultistepIntegrator",1.33333333333333,2,17
"Math","org.apache.commons.math3.ode.MultistepIntegrator$Anonymous1",1,0,1
"Math","org.apache.commons.math3.ode.MultistepIntegrator$NordsieckInitializer",2.66666666666667,0,4
"Math","org.apache.commons.math3.ode.MultistepIntegrator$NordsieckTransformer",1,0,1
"Math","org.apache.commons.math3.ode.nonstiff.AdamsBashforthFieldIntegrator",4.5,0,8
"Math","org.apache.commons.math3.ode.nonstiff.AdamsBashforthFieldIntegratorTest",1,0,8
"Math","org.apache.commons.math3.ode.nonstiff.AdamsBashforthIntegrator",4.75,0,9
"Math","org.apache.commons.math3.ode.nonstiff.AdamsBashforthIntegratorTest$PerfectInterpolator",1,0,5
"Math","org.apache.commons.math3.ode.nonstiff.AdamsBashforthIntegratorTest$PerfectStarter",2,0,2
"Math","org.apache.commons.math3.ode.nonstiff.AdamsFieldIntegrator",1,2,10
"Math","org.apache.commons.math3.ode.nonstiff.AdamsFieldIntegratorAbstractTest",1.375,1,17
"Math","org.apache.commons.math3.ode.nonstiff.AdamsFieldIntegratorAbstractTest$PerfectInterpolator",1,0,0
"Math","org.apache.commons.math3.ode.nonstiff.AdamsFieldIntegratorAbstractTest$PerfectStarter",2,0,1
"Math","org.apache.commons.math3.ode.nonstiff.AdamsFieldStepInterpolator",1.6,0,0
"Math","org.apache.commons.math3.ode.nonstiff.AdamsIntegrator",1,2,12
"Math","org.apache.commons.math3.ode.nonstiff.AdamsMoultonFieldIntegrator",4.66666666666667,0,8
"Math","org.apache.commons.math3.ode.nonstiff.AdamsMoultonFieldIntegrator$Corrector",1.66666666666667,0,8
"Math","org.apache.commons.math3.ode.nonstiff.AdamsMoultonFieldIntegratorTest",1,0,8
"Math","org.apache.commons.math3.ode.nonstiff.AdamsMoultonIntegrator",5,0,9
"Math","org.apache.commons.math3.ode.nonstiff.AdamsMoultonIntegrator$Corrector",1.66666666666667,0,9
"Math","org.apache.commons.math3.ode.nonstiff.AdamsMoultonIntegratorTest$PerfectInterpolator",1,0,5
"Math","org.apache.commons.math3.ode.nonstiff.AdamsMoultonIntegratorTest$PerfectStarter",2,0,2
"Math","org.apache.commons.math3.ode.nonstiff.AdamsNordsieckFieldTransformer",3.66666666666667,0,3
"Math","org.apache.commons.math3.ode.nonstiff.AdamsNordsieckTransformer",3.66666666666667,0,4
"Math","org.apache.commons.math3.ode.nonstiff.AdamsNordsieckTransformerTest",1.66666666666667,0,9
"Math","org.apache.commons.math3.ode.nonstiff.AdaptiveStepsizeFieldIntegrator",3.625,2,13
"Math","org.apache.commons.math3.ode.nonstiff.AdaptiveStepsizeIntegrator",3.55555555555556,2,18
"Math","org.apache.commons.math3.ode.nonstiff.ClassicalRungeKuttaFieldIntegrator",1,0,0
"Math","org.apache.commons.math3.ode.nonstiff.ClassicalRungeKuttaFieldIntegratorTest",1,0,0
"Math","org.apache.commons.math3.ode.nonstiff.ClassicalRungeKuttaFieldStepInterpolator",1.66666666666667,0,0
"Math","org.apache.commons.math3.ode.nonstiff.ClassicalRungeKuttaIntegrator",1,0,1
"Math","org.apache.commons.math3.ode.nonstiff.ClassicalRungeKuttaIntegratorTest$Anonymous1",2,0,1
"Math","org.apache.commons.math3.ode.nonstiff.ClassicalRungeKuttaIntegratorTest$Anonymous2",1,0,5
"Math","org.apache.commons.math3.ode.nonstiff.ClassicalRungeKuttaIntegratorTest$Anonymous3",1.5,0,2
"Math","org.apache.commons.math3.ode.nonstiff.ClassicalRungeKuttaIntegratorTest$Anonymous4",1,0,1
"Math","org.apache.commons.math3.ode.nonstiff.ClassicalRungeKuttaIntegratorTest$Anonymous5",3,0,1
"Math","org.apache.commons.math3.ode.nonstiff.ClassicalRungeKuttaIntegratorTest$KeplerHandler",1.66666666666667,0,2
"Math","org.apache.commons.math3.ode.nonstiff.ClassicalRungeKuttaStepInterpolator",3,0,2
"Math","org.apache.commons.math3.ode.nonstiff.ClassicalRungKuttaFieldStepInterpolatorTest",1,0,0
"Math","org.apache.commons.math3.ode.nonstiff.DormandPrince54FieldIntegrator",1.5,0,6
"Math","org.apache.commons.math3.ode.nonstiff.DormandPrince54FieldIntegratorTest",1,0,6
"Math","org.apache.commons.math3.ode.nonstiff.DormandPrince54FieldStepInterpolator",1.66666666666667,0,0
"Math","org.apache.commons.math3.ode.nonstiff.DormandPrince54FieldStepInterpolatorTest",1,0,0
"Math","org.apache.commons.math3.ode.nonstiff.DormandPrince54Integrator",1.66666666666667,0,7
"Math","org.apache.commons.math3.ode.nonstiff.DormandPrince54IntegratorTest$DP54SmallLastHandler",1.33333333333333,0,3
"Math","org.apache.commons.math3.ode.nonstiff.DormandPrince54IntegratorTest$KeplerHandler",2,0,2
"Math","org.apache.commons.math3.ode.nonstiff.DormandPrince54IntegratorTest$VariableHandler",3,0,2
"Math","org.apache.commons.math3.ode.nonstiff.DormandPrince54StepInterpolator",3,0,3
"Math","org.apache.commons.math3.ode.nonstiff.DormandPrince54StepInterpolatorTest$Anonymous1",2,0,2
"Math","org.apache.commons.math3.ode.nonstiff.DormandPrince853FieldIntegrator",1.75,0,6
"Math","org.apache.commons.math3.ode.nonstiff.DormandPrince853FieldIntegratorTest",1,0,6
"Math","org.apache.commons.math3.ode.nonstiff.DormandPrince853FieldStepInterpolator",2,0,2
"Math","org.apache.commons.math3.ode.nonstiff.DormandPrince853FieldStepInterpolatorTest",1,0,0
"Math","org.apache.commons.math3.ode.nonstiff.DormandPrince853Integrator",2,0,7
"Math","org.apache.commons.math3.ode.nonstiff.DormandPrince853IntegratorTest$Anonymous1",2,0,1
"Math","org.apache.commons.math3.ode.nonstiff.DormandPrince853IntegratorTest$Anonymous2",1,0,5
"Math","org.apache.commons.math3.ode.nonstiff.DormandPrince853IntegratorTest$Anonymous3",3,0,1
"Math","org.apache.commons.math3.ode.nonstiff.DormandPrince853IntegratorTest$Anonymous4",1,0,1
"Math","org.apache.commons.math3.ode.nonstiff.DormandPrince853IntegratorTest$KeplerHandler",2,0,2
"Math","org.apache.commons.math3.ode.nonstiff.DormandPrince853IntegratorTest$SchedulingChecker",1.16666666666667,0,6
"Math","org.apache.commons.math3.ode.nonstiff.DormandPrince853IntegratorTest$VariableHandler",3,0,2
"Math","org.apache.commons.math3.ode.nonstiff.DormandPrince853StepInterpolator",4.5,0,3
"Math","org.apache.commons.math3.ode.nonstiff.DormandPrince853StepInterpolatorTest$Anonymous1",2,0,2
"Math","org.apache.commons.math3.ode.nonstiff.EmbeddedRungeKuttaFieldIntegrator",3.1,2,12
"Math","org.apache.commons.math3.ode.nonstiff.EmbeddedRungeKuttaFieldIntegratorAbstractTest",2.33333333333333,2,15
"Math","org.apache.commons.math3.ode.nonstiff.EmbeddedRungeKuttaFieldIntegratorAbstractTest$Anonymous1",1.5,0,0
"Math","org.apache.commons.math3.ode.nonstiff.EmbeddedRungeKuttaFieldIntegratorAbstractTest$Anonymous2",1.25,0,0
"Math","org.apache.commons.math3.ode.nonstiff.EmbeddedRungeKuttaFieldIntegratorAbstractTest$Anonymous3",1.25,0,0
"Math","org.apache.commons.math3.ode.nonstiff.EmbeddedRungeKuttaFieldIntegratorAbstractTest$KeplerHandler",1.66666666666667,0,1
"Math","org.apache.commons.math3.ode.nonstiff.EmbeddedRungeKuttaFieldIntegratorAbstractTest$SinCos",1,0,2
"Math","org.apache.commons.math3.ode.nonstiff.EmbeddedRungeKuttaIntegrator",4.28571428571429,0,11
"Math","org.apache.commons.math3.ode.nonstiff.EulerFieldIntegrator",1,0,0
"Math","org.apache.commons.math3.ode.nonstiff.EulerFieldIntegratorTest",1,0,0
"Math","org.apache.commons.math3.ode.nonstiff.EulerFieldStepInterpolator",1.66666666666667,0,0
"Math","org.apache.commons.math3.ode.nonstiff.EulerFieldStepInterpolatorTest",1,0,0
"Math","org.apache.commons.math3.ode.nonstiff.EulerIntegrator",1,0,1
"Math","org.apache.commons.math3.ode.nonstiff.EulerIntegratorTest$Anonymous1",1.5,0,2
"Math","org.apache.commons.math3.ode.nonstiff.EulerIntegratorTest$Anonymous2",1,0,1
"Math","org.apache.commons.math3.ode.nonstiff.EulerStepInterpolator",3,0,2
"Math","org.apache.commons.math3.ode.nonstiff.EulerStepInterpolatorTest$DummyIntegrator",1,0,0
"Math","org.apache.commons.math3.ode.nonstiff.GillFieldIntegrator",1,0,0
"Math","org.apache.commons.math3.ode.nonstiff.GillFieldIntegratorTest",1,0,0
"Math","org.apache.commons.math3.ode.nonstiff.GillFieldStepInterpolator",1.66666666666667,0,0
"Math","org.apache.commons.math3.ode.nonstiff.GillFieldStepInterpolatorTest",1,0,0
"Math","org.apache.commons.math3.ode.nonstiff.GillIntegrator",1,0,1
"Math","org.apache.commons.math3.ode.nonstiff.GillIntegratorTest$Anonymous1",1.5,0,2
"Math","org.apache.commons.math3.ode.nonstiff.GillIntegratorTest$Anonymous2",1,0,1
"Math","org.apache.commons.math3.ode.nonstiff.GillIntegratorTest$KeplerStepHandler",1.66666666666667,0,2
"Math","org.apache.commons.math3.ode.nonstiff.GillStepInterpolator",3,0,2
"Math","org.apache.commons.math3.ode.nonstiff.GraggBulirschStoerIntegrator",10.0833333333333,0,26
"Math","org.apache.commons.math3.ode.nonstiff.GraggBulirschStoerIntegratorTest",1,0,0
"Math","org.apache.commons.math3.ode.nonstiff.GraggBulirschStoerIntegratorTest$Anonymous1",3,0,1
"Math","org.apache.commons.math3.ode.nonstiff.GraggBulirschStoerIntegratorTest$Anonymous2",1,0,2
"Math","org.apache.commons.math3.ode.nonstiff.GraggBulirschStoerIntegratorTest$Anonymous3",1,0,1
"Math","org.apache.commons.math3.ode.nonstiff.GraggBulirschStoerIntegratorTest$KeplerStepHandler",2,0,2
"Math","org.apache.commons.math3.ode.nonstiff.GraggBulirschStoerIntegratorTest$VariableStepHandler",3,0,2
"Math","org.apache.commons.math3.ode.nonstiff.GraggBulirschStoerStepInterpolator",4.625,0,5
"Math","org.apache.commons.math3.ode.nonstiff.GraggBulirschStoerStepInterpolatorTest$Anonymous1",2,0,2
"Math","org.apache.commons.math3.ode.nonstiff.HighamHall54FieldIntegrator",1.75,0,6
"Math","org.apache.commons.math3.ode.nonstiff.HighamHall54FieldIntegratorTest",1,0,6
"Math","org.apache.commons.math3.ode.nonstiff.HighamHall54FieldStepInterpolator",1.66666666666667,0,0
"Math","org.apache.commons.math3.ode.nonstiff.HighamHall54FieldStepInterpolatorTest",1,0,0
"Math","org.apache.commons.math3.ode.nonstiff.HighamHall54Integrator",2,0,7
"Math","org.apache.commons.math3.ode.nonstiff.HighamHall54IntegratorTest$Anonymous1",2,0,1
"Math","org.apache.commons.math3.ode.nonstiff.HighamHall54IntegratorTest$Anonymous2",1.25,0,5
"Math","org.apache.commons.math3.ode.nonstiff.HighamHall54IntegratorTest$Anonymous3",1.25,0,5
"Math","org.apache.commons.math3.ode.nonstiff.HighamHall54StepInterpolator",3,0,2
"Math","org.apache.commons.math3.ode.nonstiff.HighamHall54StepInterpolatorTest$Anonymous1",2,0,2
"Math","org.apache.commons.math3.ode.nonstiff.LutherFieldIntegrator",1,0,0
"Math","org.apache.commons.math3.ode.nonstiff.LutherFieldIntegratorTest",1,0,0
"Math","org.apache.commons.math3.ode.nonstiff.LutherFieldStepInterpolator",1.66666666666667,0,0
"Math","org.apache.commons.math3.ode.nonstiff.LutherFieldStepInterpolatorTest",1,0,0
"Math","org.apache.commons.math3.ode.nonstiff.LutherIntegrator",1,0,1
